transactionType,transactionId,cardNumber,amount,Stan,currencyCode,transactionDate,transactionTime,responseCode,accountType,authorizationCode,merchantId,merchantCategoryCode,terminalId,cardExpiryDate,cardholderName,accountHolderName,transactionFee,authorizationIndicator,acquirerBin,issuerBin,merchantName,transactionCode,reasonCode,rrn,originalTransactionId,acquirerReferenceNumber,batchNumber,dateOfSettlement,settlementAmount,issuerResponseCode,transactionOrigin,transactionReference,originalTransactionAmount,refundAmount,adjustmentAmount,loyaltyPointsEarned,loyaltyPointsRedeemed,reversalIndicator,authorizationDateTime,originalAuthorizationCode,narrative
REFUND,15512928137400615,4234567812345673,436.56,338147,356,2025-03-23,10:00:00,00,Savings,AUTH601,MERCHANT19,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870074,,123ABC,BATCH001,2025-03-24,138.36,00,Online,REF8420,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,15512952952200568,4234567812345672,870.53,869473,356,2025-03-23,10:00:00,00,Savings,AUTH769,MERCHANT13,5411,TERM9,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870075,,123ABC,BATCH001,2025-03-24,782.52,00,Online,REF8171,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,1551297533330060,4234567812345674,193.79,501604,356,2025-03-23,10:00:00,00,Savings,AUTH712,MERCHANT0,5411,TERM9,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870076,,123ABC,BATCH001,2025-03-24,317.35,00,Online,REF4377,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,15512999386500833,4234567812345675,660.81,363680,356,2025-03-23,10:00:00,00,Savings,AUTH165,MERCHANT35,5411,TERM7,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870077,,123ABC,BATCH001,2025-03-24,220.60,00,Online,REF8028,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
PURCHASE,15513022072400341,4234567812345676,389.99,183915,356,2025-03-23,10:00:00,00,Savings,AUTH789,MERCHANT71,5411,TERM0,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870078,,123ABC,BATCH001,2025-03-24,171.16,00,Online,REF2827,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,15513043192700177,4234567812345677,923.87,174032,356,2025-03-23,10:00:00,00,Savings,AUTH344,MERCHANT85,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870079,,123ABC,BATCH001,2025-03-24,595.70,00,Online,REF9954,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,15513066388000195,4234567812345678,6.07,277217,356,2025-03-23,10:00:00,00,Savings,AUTH930,MERCHANT10,5411,TERM7,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870080,,123ABC,BATCH001,2025-03-24,747.80,00,Online,REF8870,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,15513091107100822,4234567812345670,568.03,542649,356,2025-03-23,10:00:00,00,Savings,AUTH855,MERCHANT30,5411,TERM5,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870081,,123ABC,BATCH001,2025-03-24,199.54,00,Online,REF8992,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,15513113898600546,4234567812345671,928.84,88678,356,2025-03-23,10:00:00,00,Savings,AUTH187,MERCHANT30,5411,TERM5,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870082,,123ABC,BATCH001,2025-03-24,606.88,00,Online,REF9956,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,15513135654700936,4234567812345679,283.31,555131,356,2025-03-23,10:00:00,00,Savings,AUTH260,MERCHANT10,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870083,,123ABC,BATCH001,2025-03-24,519.89,00,Online,REF4110,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REFUND,15513158754300543,4234567812345674,484.68,382,356,2025-03-23,10:00:00,00,Savings,AUTH757,MERCHANT6,5411,TERM6,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870084,,123ABC,BATCH001,2025-03-24,332.70,00,Online,REF1062,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,15513186348900985,4234567812345675,846.39,195166,356,2025-03-23,10:00:00,00,Savings,AUTH184,MERCHANT36,5411,TERM5,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870085,,123ABC,BATCH001,2025-03-24,37.63,00,Online,REF8226,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,1551321315560041,4234567812345676,466.33,401350,356,2025-03-23,10:00:00,00,Savings,AUTH253,MERCHANT36,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870086,,123ABC,BATCH001,2025-03-24,892.70,00,Online,REF3241,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,15513235664900965,4234567812345678,864.59,26612,356,2025-03-23,10:00:00,00,Savings,AUTH536,MERCHANT51,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870087,,123ABC,BATCH001,2025-03-24,920.05,00,Online,REF4876,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REFUND,15513259843500998,4234567812345675,954.47,680576,356,2025-03-23,10:00:00,00,Savings,AUTH749,MERCHANT34,5411,TERM5,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870088,,123ABC,BATCH001,2025-03-24,982.38,00,Online,REF9407,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,15513284852400450,4234567812345675,702.43,978662,356,2025-03-23,10:00:00,00,Savings,AUTH597,MERCHANT83,5411,TERM0,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870089,,123ABC,BATCH001,2025-03-24,123.40,00,Online,REF6566,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
BALANCE_TRANSFER,15513306328300955,4234567812345677,229.05,852899,356,2025-03-23,10:00:00,00,Savings,AUTH573,MERCHANT38,5411,TERM6,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870090,,123ABC,BATCH001,2025-03-24,738.07,00,Online,REF7304,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REFUND,1551333203630068,4234567812345677,508.88,860691,356,2025-03-23,10:00:00,00,Savings,AUTH262,MERCHANT25,5411,TERM0,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870091,,123ABC,BATCH001,2025-03-24,203.88,00,Online,REF2246,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,15513357154600544,4234567812345677,591.41,642456,356,2025-03-23,10:00:00,00,Savings,AUTH824,MERCHANT95,5411,TERM4,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870092,,123ABC,BATCH001,2025-03-24,122.23,00,Online,REF8803,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
BALANCE_TRANSFER,15513380255500463,4234567812345678,878.82,51624,356,2025-03-23,10:00:00,00,Savings,AUTH410,MERCHANT95,5411,TERM7,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870093,,123ABC,BATCH001,2025-03-24,986.79,00,Online,REF3597,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,15513401927300220,4234567812345676,153.00,556183,356,2025-03-23,10:00:00,00,Savings,AUTH525,MERCHANT77,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870094,,123ABC,BATCH001,2025-03-24,128.97,00,Online,REF7839,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,15513424477700552,4234567812345670,844.39,460426,356,2025-03-23,10:00:00,00,Savings,AUTH759,MERCHANT81,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870095,,123ABC,BATCH001,2025-03-24,597.53,00,Online,REF8453,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REFUND,15513449150900418,4234567812345676,469.34,389521,356,2025-03-23,10:00:00,00,Savings,AUTH839,MERCHANT81,5411,TERM7,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870096,,123ABC,BATCH001,2025-03-24,50.62,00,Online,REF2073,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
PURCHASE,15513470591700143,4234567812345679,199.64,185132,356,2025-03-23,10:00:00,00,Savings,AUTH930,MERCHANT54,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870097,,123ABC,BATCH001,2025-03-24,148.51,00,Online,REF5637,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,15513492975800295,4234567812345678,980.66,108110,356,2025-03-23,10:00:00,00,Savings,AUTH65,MERCHANT67,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870098,,123ABC,BATCH001,2025-03-24,426.22,00,Online,REF3710,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
BALANCE_TRANSFER,15513518122400619,4234567812345677,58.72,933896,356,2025-03-23,10:00:00,00,Savings,AUTH125,MERCHANT46,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870099,,123ABC,BATCH001,2025-03-24,863.28,00,Online,REF6517,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,15513539640500137,4234567812345674,373.34,66759,356,2025-03-23,10:00:00,00,Savings,AUTH571,MERCHANT96,5411,TERM6,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250870100,,123ABC,BATCH001,2025-03-24,88.63,00,Online,REF1771,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
TRAILER,100
