transactionType,transactionId,cardNumber,amount,Stan,currencyCode,transactionDate,transactionTime,responseCode,accountType,authorizationCode,merchantId,merchantCategoryCode,terminalId,cardExpiryDate,cardholderName,accountHolderName,transactionFee,authorizationIndicator,acquirerBin,issuerBin,merchantName,transactionCode,reasonCode,rrn,originalTransactionId,acquirerReferenceNumber,batchNumber,dateOfSettlement,settlementAmount,issuerResponseCode,transactionOrigin,transactionReference,originalTransactionAmount,refundAmount,adjustmentAmount,loyaltyPointsEarned,loyaltyPointsRedeemed,reversalIndicator,authorizationDateTime,originalAuthorizationCode,narrative
AUTHORIZATION,14278184963942799160,4234567812345678,540.26,146562,356,2025-03-23,10:00:00,00,Savings,AUTH15,MERCHANT12,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860077,,123ABC,BATCH001,2025-03-24,213.62,00,Online,REF8803,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,14278184974479899305,4234567812345678,358.47,845771,356,2025-03-23,10:00:00,00,Savings,AUTH278,MERCHANT18,5411,TERM7,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860078,,123ABC,BATCH001,2025-03-24,612.25,00,Online,REF9516,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,1427818498530830038,4234567812345671,283.02,8114,356,2025-03-23,10:00:00,00,Savings,AUTH535,MERCHANT41,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860079,,123ABC,BATCH001,2025-03-24,990.19,00,Online,REF6065,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
PURCHASE,14278184995730799944,4234567812345675,684.65,893462,356,2025-03-23,10:00:00,00,Savings,AUTH462,MERCHANT54,5411,TERM4,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860080,,123ABC,BATCH001,2025-03-24,372.80,00,Online,REF737,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,14278185006004700786,4234567812345673,12.66,717345,356,2025-03-23,10:00:00,00,Savings,AUTH315,MERCHANT17,5411,TERM6,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860081,,123ABC,BATCH001,2025-03-24,118.14,00,Online,REF6413,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,14278185013914999151,4234567812345679,478.82,210478,356,2025-03-23,10:00:00,00,Savings,AUTH91,MERCHANT44,5411,TERM6,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860082,,123ABC,BATCH001,2025-03-24,40.96,00,Online,REF7042,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278185023577899217,4234567812345679,61.05,761566,356,2025-03-23,10:00:00,00,Savings,AUTH219,MERCHANT96,5411,TERM4,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860083,,123ABC,BATCH001,2025-03-24,851.12,00,Online,REF5679,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,14278185032394900572,4234567812345676,904.57,298034,356,2025-03-23,10:00:00,00,Savings,AUTH623,MERCHANT1,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860084,,123ABC,BATCH001,2025-03-24,870.73,00,Online,REF921,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,14278185051823300779,4234567812345679,242.63,532097,356,2025-03-23,10:00:00,00,Savings,AUTH480,MERCHANT9,5411,TERM9,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860085,,123ABC,BATCH001,2025-03-24,807.19,00,Online,REF2787,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
BALANCE_TRANSFER,1427818505981040064,4234567812345679,655.37,962704,356,2025-03-23,10:00:00,00,Savings,AUTH381,MERCHANT39,5411,TERM5,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860086,,123ABC,BATCH001,2025-03-24,905.20,00,Online,REF5309,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,14278185066936699353,4234567812345673,87.80,802018,356,2025-03-23,10:00:00,00,Savings,AUTH432,MERCHANT93,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860087,,123ABC,BATCH001,2025-03-24,304.06,00,Online,REF9484,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REFUND,1427818507524220033,4234567812345675,487.95,671429,356,2025-03-23,10:00:00,00,Savings,AUTH134,MERCHANT73,5411,TERM7,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860088,,123ABC,BATCH001,2025-03-24,502.31,00,Online,REF9061,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
PURCHASE,14278185082962599784,4234567812345670,255.06,970089,356,2025-03-23,10:00:00,00,Savings,AUTH236,MERCHANT73,5411,TERM0,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860089,,123ABC,BATCH001,2025-03-24,344.38,00,Online,REF3577,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REFUND,14278185092605100444,4234567812345679,629.67,101920,356,2025-03-23,10:00:00,00,Savings,AUTH145,MERCHANT45,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860090,,123ABC,BATCH001,2025-03-24,4.12,00,Online,REF4363,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278185101680999761,4234567812345671,817.03,257490,356,2025-03-23,10:00:00,00,Savings,AUTH820,MERCHANT18,5411,TERM9,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860091,,123ABC,BATCH001,2025-03-24,16.23,00,Online,REF8737,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,14278185110399100332,4234567812345674,674.14,438659,356,2025-03-23,10:00:00,00,Savings,AUTH136,MERCHANT62,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860092,,123ABC,BATCH001,2025-03-24,696.74,00,Online,REF8333,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,14278185117937799345,4234567812345672,244.25,833731,356,2025-03-23,10:00:00,00,Savings,AUTH576,MERCHANT35,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860093,,123ABC,BATCH001,2025-03-24,107.82,00,Online,REF2617,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REFUND,14278185124942800404,4234567812345671,519.00,425221,356,2025-03-23,10:00:00,00,Savings,AUTH190,MERCHANT6,5411,TERM7,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860094,,123ABC,BATCH001,2025-03-24,960.81,00,Online,REF2810,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
PURCHASE,14278185133780599518,4234567812345676,598.85,829975,356,2025-03-23,10:00:00,00,Savings,AUTH571,MERCHANT7,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860095,,123ABC,BATCH001,2025-03-24,738.18,00,Online,REF7624,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,14278185141401300751,4234567812345674,944.59,930682,356,2025-03-23,10:00:00,00,Savings,AUTH214,MERCHANT26,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860096,,123ABC,BATCH001,2025-03-24,164.93,00,Online,REF7989,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,14278185149233199477,4234567812345675,39.30,98534,356,2025-03-23,10:00:00,00,Savings,AUTH69,MERCHANT11,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860097,,123ABC,BATCH001,2025-03-24,201.69,00,Online,REF7287,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,14278185158115400785,4234567812345675,76.89,31763,356,2025-03-23,10:00:00,00,Savings,AUTH840,MERCHANT18,5411,TERM9,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860098,,123ABC,BATCH001,2025-03-24,813.29,00,Online,REF9836,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REFUND,1427818516638339929,4234567812345672,308.21,217580,356,2025-03-23,10:00:00,00,Savings,AUTH907,MERCHANT25,5411,TERM4,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860099,,123ABC,BATCH001,2025-03-24,327.30,00,Online,REF3195,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,14278185175239100285,4234567812345671,468.66,701552,356,2025-03-23,10:00:00,00,Savings,AUTH147,MERCHANT8,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860100,,123ABC,BATCH001,2025-03-24,749.20,00,Online,REF1501,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,14278185183140400545,4234567812345670,973.70,85741,356,2025-03-23,10:00:00,00,Savings,AUTH725,MERCHANT43,5411,TERM0,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860101,,123ABC,BATCH001,2025-03-24,635.37,00,Online,REF8099,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
BALANCE_TRANSFER,14278185192761800128,4234567812345679,756.86,172332,356,2025-03-23,10:00:00,00,Savings,AUTH748,MERCHANT92,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860102,,123ABC,BATCH001,2025-03-24,838.43,00,Online,REF6294,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,14278185202313100615,4234567812345671,697.37,84661,356,2025-03-23,10:00:00,00,Savings,AUTH830,MERCHANT96,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860103,,123ABC,BATCH001,2025-03-24,477.57,00,Online,REF8026,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
TRAILER,100
